what,kind,bundleId,bundleVersion,description,time
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1328088379747
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1328088393576
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1328088398561
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1328088472047
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1328088486797
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1328088493912
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1328088501221
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1328088501394
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1328088506638
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1328088531180
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1328088537215
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1328088545079
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1328088548530
executed,command,org.eclipse.ui.ide,3.7.0.v20110809-1737,"org.eclipse.ui.project.properties",1328088581094
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1328088581184
started,bundle,org.eclipse.jdt.apt.pluggable.core,1.0.400.v20110305-1450,"org.eclipse.jdt.apt.pluggable.core",1328088581203
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1328088584819
activated,editor,com.android.ide.eclipse.adt,16.0.1.v201112150204-238534,"com.android.ide.eclipse.editors.layout.LayoutEditor",1328088590636
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1328088604951
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.window.preferences",1328088616527
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1328088616547
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1328088627830
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1328088629756
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1328088631022
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1328088631472
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1328088631838
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1328088632233
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1328088633183
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1328088653047
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1328088661842
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1328088662142
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1328088662484
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1328088663143
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1328088663550
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1328088664161
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1328088664511
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1328088665137
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1328088665566
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1328088665868
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1328088666151
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1328088666426
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1328088666684
